"epoch","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - _step","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - _step","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - _step","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - _step","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MAX"
"59","997","997","997","0.720300018787384","0.720300018787384","0.720300018787384","997","997","997","0.84170001745224","0.84170001745224","0.84170001745224","997","997","997","0.8669000267982483","0.8669000267982483","0.8669000267982483","997","997","997","0.8751000165939331","0.8751000165939331","0.8751000165939331"
"60","1014","1014","1014","0.7235000133514404","0.7235000133514404","0.7235000133514404","1014","1014","1014","0.8485999703407288","0.8485999703407288","0.8485999703407288","1014","1014","1014","0.8648999929428101","0.8648999929428101","0.8648999929428101","1014","1014","1014","0.8618999719619751","0.8618999719619751","0.8618999719619751"
"61","1030","1030","1030","0.711899995803833","0.711899995803833","0.711899995803833","1030","1030","1030","0.8522999882698059","0.8522999882698059","0.8522999882698059","1030","1030","1030","0.8590999841690063","0.8590999841690063","0.8590999841690063","1030","1030","1030","0.8515999913215637","0.8515999913215637","0.8515999913215637"
"62","1047","1047","1047","0.7123000025749207","0.7123000025749207","0.7123000025749207","1047","1047","1047","0.8422999978065491","0.8422999978065491","0.8422999978065491","1047","1047","1047","0.8747000098228455","0.8747000098228455","0.8747000098228455","1047","1047","1047","0.8550000190734863","0.8550000190734863","0.8550000190734863"
"63","1063","1063","1063","0.7253000140190125","0.7253000140190125","0.7253000140190125","1063","1063","1063","0.840399980545044","0.840399980545044","0.840399980545044","1063","1063","1063","0.8702999949455261","0.8702999949455261","0.8702999949455261","1063","1063","1063","0.8712000250816345","0.8712000250816345","0.8712000250816345"
"64","1080","1080","1080","0.728600025177002","0.728600025177002","0.728600025177002","1080","1080","1080","0.8514999747276306","0.8514999747276306","0.8514999747276306","1080","1080","1080","0.8618000149726868","0.8618000149726868","0.8618000149726868","1080","1080","1080","0.8682000041007996","0.8682000041007996","0.8682000041007996"
"65","1097","1097","1097","0.7211999893188477","0.7211999893188477","0.7211999893188477","1097","1097","1097","0.8476999998092651","0.8476999998092651","0.8476999998092651","1097","1097","1097","0.8646000027656555","0.8646000027656555","0.8646000027656555","1097","1097","1097","0.8671000003814697","0.8671000003814697","0.8671000003814697"
"66","1113","1113","1113","0.7178000211715698","0.7178000211715698","0.7178000211715698","1113","1113","1113","0.8486999869346619","0.8486999869346619","0.8486999869346619","1113","1113","1113","0.8690999746322632","0.8690999746322632","0.8690999746322632","1113","1113","1113","0.8680999875068665","0.8680999875068665","0.8680999875068665"
"67","1130","1130","1130","0.7360000014305115","0.7360000014305115","0.7360000014305115","1130","1130","1130","0.8550999760627747","0.8550999760627747","0.8550999760627747","1130","1130","1130","0.8644000291824341","0.8644000291824341","0.8644000291824341","1130","1130","1130","0.867900013923645","0.867900013923645","0.867900013923645"
"68","1147","1147","1147","0.7400000095367432","0.7400000095367432","0.7400000095367432","1147","1147","1147","0.8561000227928162","0.8561000227928162","0.8561000227928162","1147","1147","1147","0.8689000010490417","0.8689000010490417","0.8689000010490417","1147","1147","1147","0.859499990940094","0.859499990940094","0.859499990940094"
"69","1163","1163","1163","0.7376999855041504","0.7376999855041504","0.7376999855041504","1163","1163","1163","0.8463000059127808","0.8463000059127808","0.8463000059127808","1163","1163","1163","0.8715000152587891","0.8715000152587891","0.8715000152587891","1163","1163","1163","0.8766000270843506","0.8766000270843506","0.8766000270843506"
"70","1180","1180","1180","0.7394000291824341","0.7394000291824341","0.7394000291824341","1180","1180","1180","0.8515999913215637","0.8515999913215637","0.8515999913215637","1180","1180","1180","0.8694000244140625","0.8694000244140625","0.8694000244140625","1180","1180","1180","0.8693000078201294","0.8693000078201294","0.8693000078201294"
"71","1197","1197","1197","0.7350000143051147","0.7350000143051147","0.7350000143051147","1197","1197","1197","0.8499000072479248","0.8499000072479248","0.8499000072479248","1197","1197","1197","0.8723000288009644","0.8723000288009644","0.8723000288009644","1197","1197","1197","0.866599977016449","0.866599977016449","0.866599977016449"
"72","1213","1213","1213","0.7239000201225281","0.7239000201225281","0.7239000201225281","1213","1213","1213","0.8514000177383423","0.8514000177383423","0.8514000177383423","1213","1213","1213","0.8690000176429749","0.8690000176429749","0.8690000176429749","1213","1213","1213","0.871399998664856","0.871399998664856","0.871399998664856"
"73","1230","1230","1230","0.7405999898910522","0.7405999898910522","0.7405999898910522","1230","1230","1230","0.8497999906539917","0.8497999906539917","0.8497999906539917","1230","1230","1230","0.8671000003814697","0.8671000003814697","0.8671000003814697","1230","1230","1230","0.8702999949455261","0.8702999949455261","0.8702999949455261"
"74","1247","1247","1247","0.7318999767303467","0.7318999767303467","0.7318999767303467","1247","1247","1247","0.8349000215530396","0.8349000215530396","0.8349000215530396","1247","1247","1247","0.8722000122070312","0.8722000122070312","0.8722000122070312","1247","1247","1247","0.8704000115394592","0.8704000115394592","0.8704000115394592"
"75","1263","1263","1263","0.7318000197410583","0.7318000197410583","0.7318000197410583","1263","1263","1263","0.8569999933242798","0.8569999933242798","0.8569999933242798","1263","1263","1263","0.8661999702453613","0.8661999702453613","0.8661999702453613","1263","1263","1263","0.869700014591217","0.869700014591217","0.869700014591217"
"76","1280","1280","1280","0.7354000210762024","0.7354000210762024","0.7354000210762024","1280","1280","1280","0.8461999893188477","0.8461999893188477","0.8461999893188477","1280","1280","1280","0.8693000078201294","0.8693000078201294","0.8693000078201294","1280","1280","1280","0.8701000213623047","0.8701000213623047","0.8701000213623047"
"77","1296","1296","1296","0.7265999913215637","0.7265999913215637","0.7265999913215637","1296","1296","1296","0.8456000089645386","0.8456000089645386","0.8456000089645386","1296","1296","1296","0.8806999921798706","0.8806999921798706","0.8806999921798706","1296","1296","1296","0.8665000200271606","0.8665000200271606","0.8665000200271606"
"78","1313","1313","1313","0.7416999936103821","0.7416999936103821","0.7416999936103821","1313","1313","1313","0.8539000153541565","0.8539000153541565","0.8539000153541565","1313","1313","1313","0.8672000169754028","0.8672000169754028","0.8672000169754028","1313","1313","1313","0.8675000071525574","0.8675000071525574","0.8675000071525574"
"79","1330","1330","1330","0.7429999709129333","0.7429999709129333","0.7429999709129333","1330","1330","1330","0.8521000146865845","0.8521000146865845","0.8521000146865845","1330","1330","1330","0.8712000250816345","0.8712000250816345","0.8712000250816345","1330","1330","1330","0.8622999787330627","0.8622999787330627","0.8622999787330627"
"80","1346","1346","1346","0.7287999987602234","0.7287999987602234","0.7287999987602234","1346","1346","1346","0.838100016117096","0.838100016117096","0.838100016117096","1346","1346","1346","0.8648999929428101","0.8648999929428101","0.8648999929428101","1346","1346","1346","0.8632000088691711","0.8632000088691711","0.8632000088691711"
"81","1363","1363","1363","0.7397000193595886","0.7397000193595886","0.7397000193595886","1363","1363","1363","0.8531000018119812","0.8531000018119812","0.8531000018119812","1363","1363","1363","0.8687999844551086","0.8687999844551086","0.8687999844551086","1363","1363","1363","0.8694000244140625","0.8694000244140625","0.8694000244140625"
"82","1380","1380","1380","0.7361999750137329","0.7361999750137329","0.7361999750137329","1380","1380","1380","0.8532999753952026","0.8532999753952026","0.8532999753952026","1380","1380","1380","0.8658999800682068","0.8658999800682068","0.8658999800682068","1380","1380","1380","0.863099992275238","0.863099992275238","0.863099992275238"
"83","1396","1396","1396","0.728600025177002","0.728600025177002","0.728600025177002","1396","1396","1396","0.8486999869346619","0.8486999869346619","0.8486999869346619","1396","1396","1396","0.8737999796867371","0.8737999796867371","0.8737999796867371","1396","1396","1396","0.8683000206947327","0.8683000206947327","0.8683000206947327"
"84","1413","1413","1413","0.7382000088691711","0.7382000088691711","0.7382000088691711","1413","1413","1413","0.8428999781608582","0.8428999781608582","0.8428999781608582","1413","1413","1413","0.8784000277519226","0.8784000277519226","0.8784000277519226","1413","1413","1413","0.8672999739646912","0.8672999739646912","0.8672999739646912"
"85","1430","1430","1430","0.7469000220298767","0.7469000220298767","0.7469000220298767","1430","1430","1430","0.8442999720573425","0.8442999720573425","0.8442999720573425","1430","1430","1430","0.8738999962806702","0.8738999962806702","0.8738999962806702","1430","1430","1430","0.8644999861717224","0.8644999861717224","0.8644999861717224"
"86","1446","1446","1446","0.7283999919891357","0.7283999919891357","0.7283999919891357","1446","1446","1446","0.8446999788284302","0.8446999788284302","0.8446999788284302","1446","1446","1446","0.8763999938964844","0.8763999938964844","0.8763999938964844","1446","1446","1446","0.8675000071525574","0.8675000071525574","0.8675000071525574"
"87","1463","1463","1463","0.7337999939918518","0.7337999939918518","0.7337999939918518","1463","1463","1463","0.8490999937057495","0.8490999937057495","0.8490999937057495","1463","1463","1463","0.8762000203132629","0.8762000203132629","0.8762000203132629","1463","1463","1463","0.8640000224113464","0.8640000224113464","0.8640000224113464"
"88","1479","1479","1479","0.7335000038146973","0.7335000038146973","0.7335000038146973","1479","1479","1479","0.8485999703407288","0.8485999703407288","0.8485999703407288","1479","1479","1479","0.869700014591217","0.869700014591217","0.869700014591217","1479","1479","1479","0.8583999872207642","0.8583999872207642","0.8583999872207642"
"89","1496","1496","1496","0.7422999739646912","0.7422999739646912","0.7422999739646912","1496","1496","1496","0.8532000184059143","0.8532000184059143","0.8532000184059143","1496","1496","1496","0.8676999807357788","0.8676999807357788","0.8676999807357788","1496","1496","1496","0.8701000213623047","0.8701000213623047","0.8701000213623047"
"90","1513","1513","1513","0.7397000193595886","0.7397000193595886","0.7397000193595886","1513","1513","1513","0.8454999923706055","0.8454999923706055","0.8454999923706055","1513","1513","1513","0.8712999820709229","0.8712999820709229","0.8712999820709229","1513","1513","1513","0.8641999959945679","0.8641999959945679","0.8641999959945679"
"91","1529","1529","1529","0.745199978351593","0.745199978351593","0.745199978351593","1529","1529","1529","0.8513000011444092","0.8513000011444092","0.8513000011444092","1529","1529","1529","0.8720999956130981","0.8720999956130981","0.8720999956130981","1529","1529","1529","0.8673999905586243","0.8673999905586243","0.8673999905586243"
"92","1546","1546","1546","0.748199999332428","0.748199999332428","0.748199999332428","1546","1546","1546","0.847599983215332","0.847599983215332","0.847599983215332","1546","1546","1546","0.8744999766349792","0.8744999766349792","0.8744999766349792","1546","1546","1546","0.8707000017166138","0.8707000017166138","0.8707000017166138"
"93","1563","1563","1563","0.743399977684021","0.743399977684021","0.743399977684021","1563","1563","1563","0.8503000140190125","0.8503000140190125","0.8503000140190125","1563","1563","1563","0.8766000270843506","0.8766000270843506","0.8766000270843506","1563","1563","1563","0.8697999715805054","0.8697999715805054","0.8697999715805054"
"94","1579","1579","1579","0.7498000264167786","0.7498000264167786","0.7498000264167786","1579","1579","1579","0.8495000004768372","0.8495000004768372","0.8495000004768372","1579","1579","1579","0.8773000240325928","0.8773000240325928","0.8773000240325928","1579","1579","1579","0.8665000200271606","0.8665000200271606","0.8665000200271606"
"95","1596","1596","1596","0.7476999759674072","0.7476999759674072","0.7476999759674072","1596","1596","1596","0.854200005531311","0.854200005531311","0.854200005531311","1596","1596","1596","0.8707000017166138","0.8707000017166138","0.8707000017166138","1596","1596","1596","0.870199978351593","0.870199978351593","0.870199978351593"
"96","1613","1613","1613","0.7279999852180481","0.7279999852180481","0.7279999852180481","1613","1613","1613","0.8582000136375427","0.8582000136375427","0.8582000136375427","1613","1613","1613","0.870199978351593","0.870199978351593","0.870199978351593","1613","1613","1613","0.86080002784729","0.86080002784729","0.86080002784729"
"97","1629","1629","1629","0.730400025844574","0.730400025844574","0.730400025844574","1629","1629","1629","0.8460000157356262","0.8460000157356262","0.8460000157356262","1629","1629","1629","0.8715999722480774","0.8715999722480774","0.8715999722480774","1629","1629","1629","0.8619999885559082","0.8619999885559082","0.8619999885559082"
"98","1646","1646","1646","0.7372000217437744","0.7372000217437744","0.7372000217437744","1646","1646","1646","0.8508999943733215","0.8508999943733215","0.8508999943733215","1646","1646","1646","0.8758000135421753","0.8758000135421753","0.8758000135421753","1646","1646","1646","0.8705999851226807","0.8705999851226807","0.8705999851226807"
"99","1663","1663","1663","0.7203999757766724","0.7203999757766724","0.7203999757766724","1663","1663","1663","0.8532000184059143","0.8532000184059143","0.8532000184059143","1663","1663","1663","0.8711000084877014","0.8711000084877014","0.8711000084877014","1663","1663","1663","0.8673999905586243","0.8673999905586243","0.8673999905586243"
"100","1679","1679","1679","0.7746000289916992","0.7746000289916992","0.7746000289916992","1679","1679","1679","0.8718000054359436","0.8718000054359436","0.8718000054359436","1679","1679","1679","0.8889999985694885","0.8889999985694885","0.8889999985694885","1679","1679","1679","0.8863000273704529","0.8863000273704529","0.8863000273704529"
"101","1696","1696","1696","0.7756999731063843","0.7756999731063843","0.7756999731063843","1696","1696","1696","0.8707000017166138","0.8707000017166138","0.8707000017166138","1696","1696","1696","0.8906999826431274","0.8906999826431274","0.8906999826431274","1696","1696","1696","0.887499988079071","0.887499988079071","0.887499988079071"
"102","1712","1712","1712","0.7738999724388123","0.7738999724388123","0.7738999724388123","1712","1712","1712","0.871999979019165","0.871999979019165","0.871999979019165","1712","1712","1712","0.8919000029563904","0.8919000029563904","0.8919000029563904","1712","1712","1712","0.8871999979019165","0.8871999979019165","0.8871999979019165"
"103","1729","1729","1729","0.7803000211715698","0.7803000211715698","0.7803000211715698","1729","1729","1729","0.8712000250816345","0.8712000250816345","0.8712000250816345","1729","1729","1729","0.8910999894142151","0.8910999894142151","0.8910999894142151","1729","1729","1729","0.88919997215271","0.88919997215271","0.88919997215271"
"104","1746","1746","1746","0.7768999934196472","0.7768999934196472","0.7768999934196472","1746","1746","1746","0.8745999932289124","0.8745999932289124","0.8745999932289124","1746","1746","1746","0.8920999765396118","0.8920999765396118","0.8920999765396118","1746","1746","1746","0.8901000022888184","0.8901000022888184","0.8901000022888184"
"105","1762","1762","1762","0.7789999842643738","0.7789999842643738","0.7789999842643738","1762","1762","1762","0.8748000264167786","0.8748000264167786","0.8748000264167786","1762","1762","1762","0.8920000195503235","0.8920000195503235","0.8920000195503235","1762","1762","1762","0.8916000127792358","0.8916000127792358","0.8916000127792358"
"106","1779","1779","1779","0.7793999910354614","0.7793999910354614","0.7793999910354614","1779","1779","1779","0.8738999962806702","0.8738999962806702","0.8738999962806702","1779","1779","1779","0.8935999870300293","0.8935999870300293","0.8935999870300293","1779","1779","1779","0.8902999758720398","0.8902999758720398","0.8902999758720398"
"107","1796","1796","1796","0.7791000008583069","0.7791000008583069","0.7791000008583069","1796","1796","1796","0.8744000196456909","0.8744000196456909","0.8744000196456909","1796","1796","1796","0.8932999968528748","0.8932999968528748","0.8932999968528748","1796","1796","1796","0.890999972820282","0.890999972820282","0.890999972820282"
"108","1812","1812","1812","0.784500002861023","0.784500002861023","0.784500002861023","1812","1812","1812","0.8765000104904175","0.8765000104904175","0.8765000104904175","1812","1812","1812","0.8939999938011169","0.8939999938011169","0.8939999938011169","1812","1812","1812","0.890999972820282","0.890999972820282","0.890999972820282"
"109","1829","1829","1829","0.7829999923706055","0.7829999923706055","0.7829999923706055","1829","1829","1829","0.8729000091552734","0.8729000091552734","0.8729000091552734","1829","1829","1829","0.8934000134468079","0.8934000134468079","0.8934000134468079","1829","1829","1829","0.8909000158309937","0.8909000158309937","0.8909000158309937"
"110","1846","1846","1846","0.7815999984741211","0.7815999984741211","0.7815999984741211","1846","1846","1846","0.8737999796867371","0.8737999796867371","0.8737999796867371","1846","1846","1846","0.8939999938011169","0.8939999938011169","0.8939999938011169","1846","1846","1846","0.890999972820282","0.890999972820282","0.890999972820282"
"111","1862","1862","1862","0.7831000089645386","0.7831000089645386","0.7831000089645386","1862","1862","1862","0.8737000226974487","0.8737000226974487","0.8737000226974487","1862","1862","1862","0.8934000134468079","0.8934000134468079","0.8934000134468079","1862","1862","1862","0.88919997215271","0.88919997215271","0.88919997215271"
"112","1879","1879","1879","0.781499981880188","0.781499981880188","0.781499981880188","1879","1879","1879","0.8762999773025513","0.8762999773025513","0.8762999773025513","1879","1879","1879","0.8942000269889832","0.8942000269889832","0.8942000269889832","1879","1879","1879","0.8901000022888184","0.8901000022888184","0.8901000022888184"
"113","1895","1895","1895","0.7875000238418579","0.7875000238418579","0.7875000238418579","1895","1895","1895","0.8762999773025513","0.8762999773025513","0.8762999773025513","1895","1895","1895","0.894599974155426","0.894599974155426","0.894599974155426","1895","1895","1895","0.890500009059906","0.890500009059906","0.890500009059906"
"114","1912","1912","1912","0.7821999788284302","0.7821999788284302","0.7821999788284302","1912","1912","1912","0.8754000067710876","0.8754000067710876","0.8754000067710876","1912","1912","1912","0.8942000269889832","0.8942000269889832","0.8942000269889832","1912","1912","1912","0.8903999924659729","0.8903999924659729","0.8903999924659729"
"115","1929","1929","1929","0.7843999862670898","0.7843999862670898","0.7843999862670898","1929","1929","1929","0.8733999729156494","0.8733999729156494","0.8733999729156494","1929","1929","1929","0.8945000171661377","0.8945000171661377","0.8945000171661377","1929","1929","1929","0.8899000287055969","0.8899000287055969","0.8899000287055969"
"116","1945","1945","1945","0.7856000065803528","0.7856000065803528","0.7856000065803528","1945","1945","1945","0.8758000135421753","0.8758000135421753","0.8758000135421753","1945","1945","1945","0.894599974155426","0.894599974155426","0.894599974155426","1945","1945","1945","0.8889999985694885","0.8889999985694885","0.8889999985694885"
"117","1962","1962","1962","0.7860000133514404","0.7860000133514404","0.7860000133514404","1962","1962","1962","0.8777999877929688","0.8777999877929688","0.8777999877929688","1962","1962","1962","0.8950999975204468","0.8950999975204468","0.8950999975204468","1962","1962","1962","0.8924000263214111","0.8924000263214111","0.8924000263214111"
"118","1979","1979","1979","0.7879999876022339","0.7879999876022339","0.7879999876022339","1979","1979","1979","0.8765000104904175","0.8765000104904175","0.8765000104904175","1979","1979","1979","0.8931999802589417","0.8931999802589417","0.8931999802589417","1979","1979","1979","0.8913999795913696","0.8913999795913696","0.8913999795913696"
"119","1995","1995","1995","0.7896000146865845","0.7896000146865845","0.7896000146865845","1995","1995","1995","0.8751000165939331","0.8751000165939331","0.8751000165939331","1995","1995","1995","0.8960999846458435","0.8960999846458435","0.8960999846458435","1995","1995","1995","0.8932999968528748","0.8932999968528748","0.8932999968528748"
"120","2012","2012","2012","0.7922000288963318","0.7922000288963318","0.7922000288963318","2012","2012","2012","0.8776000142097473","0.8776000142097473","0.8776000142097473","2012","2012","2012","0.8967000246047974","0.8967000246047974","0.8967000246047974","2012","2012","2012","0.8909000158309937","0.8909000158309937","0.8909000158309937"
"121","2029","2029","2029","0.7889000177383423","0.7889000177383423","0.7889000177383423","2029","2029","2029","0.8755000233650208","0.8755000233650208","0.8755000233650208","2029","2029","2029","0.8967000246047974","0.8967000246047974","0.8967000246047974","2029","2029","2029","0.8920999765396118","0.8920999765396118","0.8920999765396118"
"122","2045","2045","2045","0.7892000079154968","0.7892000079154968","0.7892000079154968","2045","2045","2045","0.8754000067710876","0.8754000067710876","0.8754000067710876","2045","2045","2045","0.8959000110626221","0.8959000110626221","0.8959000110626221","2045","2045","2045","0.8935999870300293","0.8935999870300293","0.8935999870300293"
"123","2062","2062","2062","0.7878999710083008","0.7878999710083008","0.7878999710083008","2062","2062","2062","0.8752999901771545","0.8752999901771545","0.8752999901771545","2062","2062","2062","0.8959000110626221","0.8959000110626221","0.8959000110626221","2062","2062","2062","0.8896999955177307","0.8896999955177307","0.8896999955177307"
"124","2079","2079","2079","0.7906000018119812","0.7906000018119812","0.7906000018119812","2079","2079","2079","0.8748000264167786","0.8748000264167786","0.8748000264167786","2079","2079","2079","0.8956999778747559","0.8956999778747559","0.8956999778747559","2079","2079","2079","0.8910999894142151","0.8910999894142151","0.8910999894142151"
"125","2095","2095","2095","0.7885000109672546","0.7885000109672546","0.7885000109672546","2095","2095","2095","0.8754000067710876","0.8754000067710876","0.8754000067710876","2095","2095","2095","0.8966000080108643","0.8966000080108643","0.8966000080108643","2095","2095","2095","0.8928999900817871","0.8928999900817871","0.8928999900817871"
"126","2112","2112","2112","0.7900000214576721","0.7900000214576721","0.7900000214576721","2112","2112","2112","0.8748999834060669","0.8748999834060669","0.8748999834060669","2112","2112","2112","0.8967000246047974","0.8967000246047974","0.8967000246047974","2112","2112","2112","0.8920000195503235","0.8920000195503235","0.8920000195503235"
"127","2128","2128","2128","0.7864000201225281","0.7864000201225281","0.7864000201225281","2128","2128","2128","0.8769999742507935","0.8769999742507935","0.8769999742507935","2128","2128","2128","0.8964999914169312","0.8964999914169312","0.8964999914169312","2128","2128","2128","0.8944000005722046","0.8944000005722046","0.8944000005722046"
"128","2145","2145","2145","0.7896000146865845","0.7896000146865845","0.7896000146865845","2145","2145","2145","0.8756999969482422","0.8756999969482422","0.8756999969482422","2145","2145","2145","0.8970999717712402","0.8970999717712402","0.8970999717712402","2145","2145","2145","0.8920999765396118","0.8920999765396118","0.8920999765396118"
"129","2162","2162","2162","0.7885000109672546","0.7885000109672546","0.7885000109672546","2162","2162","2162","0.8762000203132629","0.8762000203132629","0.8762000203132629","2162","2162","2162","0.8974000215530396","0.8974000215530396","0.8974000215530396","2162","2162","2162","0.8928999900817871","0.8928999900817871","0.8928999900817871"
"130","2178","2178","2178","0.7915999889373779","0.7915999889373779","0.7915999889373779","2178","2178","2178","0.8752999901771545","0.8752999901771545","0.8752999901771545","2178","2178","2178","0.8964999914169312","0.8964999914169312","0.8964999914169312","2178","2178","2178","0.892799973487854","0.892799973487854","0.892799973487854"
"131","2195","2195","2195","0.7875000238418579","0.7875000238418579","0.7875000238418579","2195","2195","2195","0.8761000037193298","0.8761000037193298","0.8761000037193298","2195","2195","2195","0.8967999815940857","0.8967999815940857","0.8967999815940857","2195","2195","2195","0.8920000195503235","0.8920000195503235","0.8920000195503235"
"132","2212","2212","2212","0.7944999933242798","0.7944999933242798","0.7944999933242798","2212","2212","2212","0.8756999969482422","0.8756999969482422","0.8756999969482422","2212","2212","2212","0.8960999846458435","0.8960999846458435","0.8960999846458435","2212","2212","2212","0.8928999900817871","0.8928999900817871","0.8928999900817871"
"133","2228","2228","2228","0.7903000116348267","0.7903000116348267","0.7903000116348267","2228","2228","2228","0.8751999735832214","0.8751999735832214","0.8751999735832214","2228","2228","2228","0.8960999846458435","0.8960999846458435","0.8960999846458435","2228","2228","2228","0.8924999833106995","0.8924999833106995","0.8924999833106995"
"134","2245","2245","2245","0.7906000018119812","0.7906000018119812","0.7906000018119812","2245","2245","2245","0.8748999834060669","0.8748999834060669","0.8748999834060669","2245","2245","2245","0.8968999981880188","0.8968999981880188","0.8968999981880188","2245","2245","2245","0.8906000256538391","0.8906000256538391","0.8906000256538391"
"135","2262","2262","2262","0.7919999957084656","0.7919999957084656","0.7919999957084656","2262","2262","2262","0.873199999332428","0.873199999332428","0.873199999332428","2262","2262","2262","0.8952000141143799","0.8952000141143799","0.8952000141143799","2262","2262","2262","0.892799973487854","0.892799973487854","0.892799973487854"
"136","2278","2278","2278","0.7882999777793884","0.7882999777793884","0.7882999777793884","2278","2278","2278","0.8748000264167786","0.8748000264167786","0.8748000264167786","2278","2278","2278","0.8963000178337097","0.8963000178337097","0.8963000178337097","2278","2278","2278","0.8932999968528748","0.8932999968528748","0.8932999968528748"
"137","2295","2295","2295","0.7924000024795532","0.7924000024795532","0.7924000024795532","2295","2295","2295","0.8736000061035156","0.8736000061035156","0.8736000061035156","2295","2295","2295","0.8970000147819519","0.8970000147819519","0.8970000147819519","2295","2295","2295","0.8934000134468079","0.8934000134468079","0.8934000134468079"
"138","2311","2311","2311","0.7939000129699707","0.7939000129699707","0.7939000129699707","2311","2311","2311","0.8769000172615051","0.8769000172615051","0.8769000172615051","2311","2311","2311","0.8974000215530396","0.8974000215530396","0.8974000215530396","2311","2311","2311","0.8949000239372253","0.8949000239372253","0.8949000239372253"
"139","2328","2328","2328","0.7919999957084656","0.7919999957084656","0.7919999957084656","2328","2328","2328","0.8761000037193298","0.8761000037193298","0.8761000037193298","2328","2328","2328","0.8967000246047974","0.8967000246047974","0.8967000246047974","2328","2328","2328","0.8934000134468079","0.8934000134468079","0.8934000134468079"
"140","2345","2345","2345","0.7924000024795532","0.7924000024795532","0.7924000024795532","2345","2345","2345","0.8758000135421753","0.8758000135421753","0.8758000135421753","2345","2345","2345","0.8981000185012817","0.8981000185012817","0.8981000185012817","2345","2345","2345","0.8938000202178955","0.8938000202178955","0.8938000202178955"
"141","2361","2361","2361","0.795799970626831","0.795799970626831","0.795799970626831","2361","2361","2361","0.8769000172615051","0.8769000172615051","0.8769000172615051","2361","2361","2361","0.8968999981880188","0.8968999981880188","0.8968999981880188","2361","2361","2361","0.8920999765396118","0.8920999765396118","0.8920999765396118"
"142","2378","2378","2378","0.7960000038146973","0.7960000038146973","0.7960000038146973","2378","2378","2378","0.8762000203132629","0.8762000203132629","0.8762000203132629","2378","2378","2378","0.8971999883651733","0.8971999883651733","0.8971999883651733","2378","2378","2378","0.8920000195503235","0.8920000195503235","0.8920000195503235"
"143","2395","2395","2395","0.7889000177383423","0.7889000177383423","0.7889000177383423","2395","2395","2395","0.8751999735832214","0.8751999735832214","0.8751999735832214","2395","2395","2395","0.8981000185012817","0.8981000185012817","0.8981000185012817","2395","2395","2395","0.892300009727478","0.892300009727478","0.892300009727478"
