"epoch","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - _step","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - _step","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - _step","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - _step","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MAX"
"46","781","781","781","0.8440999984741211","0.8440999984741211","0.8440999984741211","781","781","781","0.8468000292778015","0.8468000292778015","0.8468000292778015","781","781","781","0.8381999731063843","0.8381999731063843","0.8381999731063843","781","781","781","0.7077999711036682","0.7077999711036682","0.7077999711036682"
"47","797","797","797","0.847599983215332","0.847599983215332","0.847599983215332","797","797","797","0.845300018787384","0.845300018787384","0.845300018787384","797","797","797","0.8349000215530396","0.8349000215530396","0.8349000215530396","797","797","797","0.7027999758720398","0.7027999758720398","0.7027999758720398"
"48","814","814","814","0.8450000286102295","0.8450000286102295","0.8450000286102295","814","814","814","0.8435999751091003","0.8435999751091003","0.8435999751091003","814","814","814","0.8289999961853027","0.8289999961853027","0.8289999961853027","814","814","814","0.7208999991416931","0.7208999991416931","0.7208999991416931"
"49","831","831","831","0.8461999893188477","0.8461999893188477","0.8461999893188477","831","831","831","0.8464999794960022","0.8464999794960022","0.8464999794960022","831","831","831","0.8307999968528748","0.8307999968528748","0.8307999968528748","831","831","831","0.6988000273704529","0.6988000273704529","0.6988000273704529"
"50","847","847","847","0.847000002861023","0.847000002861023","0.847000002861023","847","847","847","0.8503999710083008","0.8503999710083008","0.8503999710083008","847","847","847","0.8393999934196472","0.8393999934196472","0.8393999934196472","847","847","847","0.7132999897003174","0.7132999897003174","0.7132999897003174"
"51","864","864","864","0.8475000262260437","0.8475000262260437","0.8475000262260437","864","864","864","0.848800003528595","0.848800003528595","0.848800003528595","864","864","864","0.8389000296592712","0.8389000296592712","0.8389000296592712","864","864","864","0.6941999793052673","0.6941999793052673","0.6941999793052673"
"52","880","880","880","0.8475000262260437","0.8475000262260437","0.8475000262260437","880","880","880","0.847599983215332","0.847599983215332","0.847599983215332","880","880","880","0.8388000130653381","0.8388000130653381","0.8388000130653381","880","880","880","0.7093999981880188","0.7093999981880188","0.7093999981880188"
"53","897","897","897","0.8476999998092651","0.8476999998092651","0.8476999998092651","897","897","897","0.8468999862670898","0.8468999862670898","0.8468999862670898","897","897","897","0.842199981212616","0.842199981212616","0.842199981212616","897","897","897","0.7166000008583069","0.7166000008583069","0.7166000008583069"
"54","914","914","914","0.848800003528595","0.848800003528595","0.848800003528595","914","914","914","0.84579998254776","0.84579998254776","0.84579998254776","914","914","914","0.836899995803833","0.836899995803833","0.836899995803833","914","914","914","0.7202000021934509","0.7202000021934509","0.7202000021934509"
"55","930","930","930","0.8456000089645386","0.8456000089645386","0.8456000089645386","930","930","930","0.8482000231742859","0.8482000231742859","0.8482000231742859","930","930","930","0.843999981880188","0.843999981880188","0.843999981880188","930","930","930","0.7271000146865845","0.7271000146865845","0.7271000146865845"
"56","947","947","947","0.8460000157356262","0.8460000157356262","0.8460000157356262","947","947","947","0.8460000157356262","0.8460000157356262","0.8460000157356262","947","947","947","0.8295999765396118","0.8295999765396118","0.8295999765396118","947","947","947","0.7168999910354614","0.7168999910354614","0.7168999910354614"
"57","964","964","964","0.8442999720573425","0.8442999720573425","0.8442999720573425","964","964","964","0.8475000262260437","0.8475000262260437","0.8475000262260437","964","964","964","0.8295999765396118","0.8295999765396118","0.8295999765396118","964","964","964","0.7221999764442444","0.7221999764442444","0.7221999764442444"
"58","980","980","980","0.8464000225067139","0.8464000225067139","0.8464000225067139","980","980","980","0.8471999764442444","0.8471999764442444","0.8471999764442444","980","980","980","0.8400999903678894","0.8400999903678894","0.8400999903678894","980","980","980","0.7134000062942505","0.7134000062942505","0.7134000062942505"
"59","997","997","997","0.8468000292778015","0.8468000292778015","0.8468000292778015","997","997","997","0.8438000082969666","0.8438000082969666","0.8438000082969666","997","997","997","0.8428999781608582","0.8428999781608582","0.8428999781608582","997","997","997","0.7279000282287598","0.7279000282287598","0.7279000282287598"
"60","1014","1014","1014","0.8482999801635742","0.8482999801635742","0.8482999801635742","1014","1014","1014","0.8486999869346619","0.8486999869346619","0.8486999869346619","1014","1014","1014","0.8349999785423279","0.8349999785423279","0.8349999785423279","1014","1014","1014","0.7243000268936157","0.7243000268936157","0.7243000268936157"
"61","1030","1030","1030","0.8450999855995178","0.8450999855995178","0.8450999855995178","1030","1030","1030","0.8465999960899353","0.8465999960899353","0.8465999960899353","1030","1030","1030","0.8392000198364258","0.8392000198364258","0.8392000198364258","1030","1030","1030","0.7276999950408936","0.7276999950408936","0.7276999950408936"
"62","1047","1047","1047","0.8456000089645386","0.8456000089645386","0.8456000089645386","1047","1047","1047","0.8478999733924866","0.8478999733924866","0.8478999733924866","1047","1047","1047","0.8349999785423279","0.8349999785423279","0.8349999785423279","1047","1047","1047","0.7239000201225281","0.7239000201225281","0.7239000201225281"
"63","1063","1063","1063","0.8475000262260437","0.8475000262260437","0.8475000262260437","1063","1063","1063","0.8468000292778015","0.8468000292778015","0.8468000292778015","1063","1063","1063","0.8377000093460083","0.8377000093460083","0.8377000093460083","1063","1063","1063","0.7226999998092651","0.7226999998092651","0.7226999998092651"
"64","1080","1080","1080","0.8467000126838684","0.8467000126838684","0.8467000126838684","1080","1080","1080","0.8476999998092651","0.8476999998092651","0.8476999998092651","1080","1080","1080","0.8378000259399414","0.8378000259399414","0.8378000259399414","1080","1080","1080","0.7221999764442444","0.7221999764442444","0.7221999764442444"
"65","1097","1097","1097","0.8478000164031982","0.8478000164031982","0.8478000164031982","1097","1097","1097","0.8500999808311462","0.8500999808311462","0.8500999808311462","1097","1097","1097","0.8360000252723694","0.8360000252723694","0.8360000252723694","1097","1097","1097","0.7218000292778015","0.7218000292778015","0.7218000292778015"
"66","1113","1113","1113","0.8452000021934509","0.8452000021934509","0.8452000021934509","1113","1113","1113","0.8482000231742859","0.8482000231742859","0.8482000231742859","1113","1113","1113","0.8392000198364258","0.8392000198364258","0.8392000198364258","1113","1113","1113","0.722599983215332","0.722599983215332","0.722599983215332"
"67","1130","1130","1130","0.8482000231742859","0.8482000231742859","0.8482000231742859","1130","1130","1130","0.8478000164031982","0.8478000164031982","0.8478000164031982","1130","1130","1130","0.8384000062942505","0.8384000062942505","0.8384000062942505","1130","1130","1130","0.7343999743461609","0.7343999743461609","0.7343999743461609"
"68","1147","1147","1147","0.8486999869346619","0.8486999869346619","0.8486999869346619","1147","1147","1147","0.8490999937057495","0.8490999937057495","0.8490999937057495","1147","1147","1147","0.8389000296592712","0.8389000296592712","0.8389000296592712","1147","1147","1147","0.722599983215332","0.722599983215332","0.722599983215332"
"69","1163","1163","1163","0.8460999727249146","0.8460999727249146","0.8460999727249146","1163","1163","1163","0.8476999998092651","0.8476999998092651","0.8476999998092651","1163","1163","1163","0.8396000266075134","0.8396000266075134","0.8396000266075134","1163","1163","1163","0.729200005531311","0.729200005531311","0.729200005531311"
"70","1180","1180","1180","0.843999981880188","0.843999981880188","0.843999981880188","1180","1180","1180","0.8495000004768372","0.8495000004768372","0.8495000004768372","1180","1180","1180","0.84170001745224","0.84170001745224","0.84170001745224","1180","1180","1180","0.7333999872207642","0.7333999872207642","0.7333999872207642"
"71","1197","1197","1197","0.8442999720573425","0.8442999720573425","0.8442999720573425","1197","1197","1197","0.847000002861023","0.847000002861023","0.847000002861023","1197","1197","1197","0.8413000106811523","0.8413000106811523","0.8413000106811523","1197","1197","1197","0.7322999835014343","0.7322999835014343","0.7322999835014343"
"72","1213","1213","1213","0.8452000021934509","0.8452000021934509","0.8452000021934509","1213","1213","1213","0.847100019454956","0.847100019454956","0.847100019454956","1213","1213","1213","0.833899974822998","0.833899974822998","0.833899974822998","1213","1213","1213","0.722000002861023","0.722000002861023","0.722000002861023"
"73","1230","1230","1230","0.8482999801635742","0.8482999801635742","0.8482999801635742","1230","1230","1230","0.8500999808311462","0.8500999808311462","0.8500999808311462","1230","1230","1230","0.838100016117096","0.838100016117096","0.838100016117096","1230","1230","1230","0.7354999780654907","0.7354999780654907","0.7354999780654907"
"74","1247","1247","1247","0.8460999727249146","0.8460999727249146","0.8460999727249146","1247","1247","1247","0.8495000004768372","0.8495000004768372","0.8495000004768372","1247","1247","1247","0.8303999900817871","0.8303999900817871","0.8303999900817871","1247","1247","1247","0.7355999946594238","0.7355999946594238","0.7355999946594238"
"75","1263","1263","1263","0.8454999923706055","0.8454999923706055","0.8454999923706055","1263","1263","1263","0.8479999899864197","0.8479999899864197","0.8479999899864197","1263","1263","1263","0.8403000235557556","0.8403000235557556","0.8403000235557556","1263","1263","1263","0.7271999716758728","0.7271999716758728","0.7271999716758728"
"76","1280","1280","1280","0.8432000279426575","0.8432000279426575","0.8432000279426575","1280","1280","1280","0.8453999757766724","0.8453999757766724","0.8453999757766724","1280","1280","1280","0.8371000289916992","0.8371000289916992","0.8371000289916992","1280","1280","1280","0.7369999885559082","0.7369999885559082","0.7369999885559082"
"77","1296","1296","1296","0.8468999862670898","0.8468999862670898","0.8468999862670898","1296","1296","1296","0.8475000262260437","0.8475000262260437","0.8475000262260437","1296","1296","1296","0.8424999713897705","0.8424999713897705","0.8424999713897705","1296","1296","1296","0.7430999875068665","0.7430999875068665","0.7430999875068665"
"78","1313","1313","1313","0.8472999930381775","0.8472999930381775","0.8472999930381775","1313","1313","1313","0.8496000170707703","0.8496000170707703","0.8496000170707703","1313","1313","1313","0.8432000279426575","0.8432000279426575","0.8432000279426575","1313","1313","1313","0.739799976348877","0.739799976348877","0.739799976348877"
"79","1330","1330","1330","0.8483999967575073","0.8483999967575073","0.8483999967575073","1330","1330","1330","0.847100019454956","0.847100019454956","0.847100019454956","1330","1330","1330","0.8418999910354614","0.8418999910354614","0.8418999910354614","1330","1330","1330","0.7422000169754028","0.7422000169754028","0.7422000169754028"
"80","1346","1346","1346","0.8454999923706055","0.8454999923706055","0.8454999923706055","1346","1346","1346","0.8500000238418579","0.8500000238418579","0.8500000238418579","1346","1346","1346","0.84170001745224","0.84170001745224","0.84170001745224","1346","1346","1346","0.7473999857902527","0.7473999857902527","0.7473999857902527"
"81","1363","1363","1363","0.8497999906539917","0.8497999906539917","0.8497999906539917","1363","1363","1363","0.8478999733924866","0.8478999733924866","0.8478999733924866","1363","1363","1363","0.8432000279426575","0.8432000279426575","0.8432000279426575","1363","1363","1363","0.7347999811172485","0.7347999811172485","0.7347999811172485"
"82","1380","1380","1380","0.8450999855995178","0.8450999855995178","0.8450999855995178","1380","1380","1380","0.8495000004768372","0.8495000004768372","0.8495000004768372","1380","1380","1380","0.8361999988555908","0.8361999988555908","0.8361999988555908","1380","1380","1380","0.7355999946594238","0.7355999946594238","0.7355999946594238"
"83","1396","1396","1396","0.8446000218391418","0.8446000218391418","0.8446000218391418","1396","1396","1396","0.8485000133514404","0.8485000133514404","0.8485000133514404","1396","1396","1396","0.8384000062942505","0.8384000062942505","0.8384000062942505","1396","1396","1396","0.7271000146865845","0.7271000146865845","0.7271000146865845"
"84","1413","1413","1413","0.8481000065803528","0.8481000065803528","0.8481000065803528","1413","1413","1413","0.847100019454956","0.847100019454956","0.847100019454956","1413","1413","1413","0.84170001745224","0.84170001745224","0.84170001745224","1413","1413","1413","0.7465000152587891","0.7465000152587891","0.7465000152587891"
"85","1430","1430","1430","0.8461999893188477","0.8461999893188477","0.8461999893188477","1430","1430","1430","0.8489999771118164","0.8489999771118164","0.8489999771118164","1430","1430","1430","0.8413000106811523","0.8413000106811523","0.8413000106811523","1430","1430","1430","0.7422000169754028","0.7422000169754028","0.7422000169754028"
"86","1446","1446","1446","0.8481000065803528","0.8481000065803528","0.8481000065803528","1446","1446","1446","0.8489000201225281","0.8489000201225281","0.8489000201225281","1446","1446","1446","0.8378999829292297","0.8378999829292297","0.8378999829292297","1446","1446","1446","0.7394999861717224","0.7394999861717224","0.7394999861717224"
"87","1463","1463","1463","0.8454999923706055","0.8454999923706055","0.8454999923706055","1463","1463","1463","0.8483999967575073","0.8483999967575073","0.8483999967575073","1463","1463","1463","0.8407999873161316","0.8407999873161316","0.8407999873161316","1463","1463","1463","0.7321000099182129","0.7321000099182129","0.7321000099182129"
"88","1479","1479","1479","0.8432000279426575","0.8432000279426575","0.8432000279426575","1479","1479","1479","0.8486999869346619","0.8486999869346619","0.8486999869346619","1479","1479","1479","0.8431000113487244","0.8431000113487244","0.8431000113487244","1479","1479","1479","0.7440999746322632","0.7440999746322632","0.7440999746322632"
"89","1496","1496","1496","0.8425999879837036","0.8425999879837036","0.8425999879837036","1496","1496","1496","0.8467000126838684","0.8467000126838684","0.8467000126838684","1496","1496","1496","0.8364999890327454","0.8364999890327454","0.8364999890327454","1496","1496","1496","0.7391999959945679","0.7391999959945679","0.7391999959945679"
"90","1513","1513","1513","0.8442999720573425","0.8442999720573425","0.8442999720573425","1513","1513","1513","0.8486999869346619","0.8486999869346619","0.8486999869346619","1513","1513","1513","0.8403000235557556","0.8403000235557556","0.8403000235557556","1513","1513","1513","0.7422999739646912","0.7422999739646912","0.7422999739646912"
"91","1529","1529","1529","0.8483999967575073","0.8483999967575073","0.8483999967575073","1529","1529","1529","0.8460999727249146","0.8460999727249146","0.8460999727249146","1529","1529","1529","0.8389000296592712","0.8389000296592712","0.8389000296592712","1529","1529","1529","0.7245000004768372","0.7245000004768372","0.7245000004768372"
"92","1546","1546","1546","0.8436999917030334","0.8436999917030334","0.8436999917030334","1546","1546","1546","0.8493000268936157","0.8493000268936157","0.8493000268936157","1546","1546","1546","0.8432000279426575","0.8432000279426575","0.8432000279426575","1546","1546","1546","0.745199978351593","0.745199978351593","0.745199978351593"
"93","1563","1563","1563","0.8456000089645386","0.8456000089645386","0.8456000089645386","1563","1563","1563","0.8503000140190125","0.8503000140190125","0.8503000140190125","1563","1563","1563","0.8392999768257141","0.8392999768257141","0.8392999768257141","1563","1563","1563","0.7437000274658203","0.7437000274658203","0.7437000274658203"
"94","1579","1579","1579","0.8452000021934509","0.8452000021934509","0.8452000021934509","1579","1579","1579","0.8463000059127808","0.8463000059127808","0.8463000059127808","1579","1579","1579","0.8446000218391418","0.8446000218391418","0.8446000218391418","1579","1579","1579","0.7351999878883362","0.7351999878883362","0.7351999878883362"
"95","1596","1596","1596","0.8471999764442444","0.8471999764442444","0.8471999764442444","1596","1596","1596","0.8471999764442444","0.8471999764442444","0.8471999764442444","1596","1596","1596","0.8435999751091003","0.8435999751091003","0.8435999751091003","1596","1596","1596","0.7369999885559082","0.7369999885559082","0.7369999885559082"
"96","1613","1613","1613","0.8460000157356262","0.8460000157356262","0.8460000157356262","1613","1613","1613","0.8489000201225281","0.8489000201225281","0.8489000201225281","1613","1613","1613","0.8356000185012817","0.8356000185012817","0.8356000185012817","1613","1613","1613","0.7444000244140625","0.7444000244140625","0.7444000244140625"
"97","1629","1629","1629","0.8496999740600586","0.8496999740600586","0.8496999740600586","1629","1629","1629","0.847100019454956","0.847100019454956","0.847100019454956","1629","1629","1629","0.8449000120162964","0.8449000120162964","0.8449000120162964","1629","1629","1629","0.7452999949455261","0.7452999949455261","0.7452999949455261"
"98","1646","1646","1646","0.847100019454956","0.847100019454956","0.847100019454956","1646","1646","1646","0.8489000201225281","0.8489000201225281","0.8489000201225281","1646","1646","1646","0.8389999866485596","0.8389999866485596","0.8389999866485596","1646","1646","1646","0.7376000285148621","0.7376000285148621","0.7376000285148621"
"99","1663","1663","1663","0.8434000015258789","0.8434000015258789","0.8434000015258789","1663","1663","1663","0.8467000126838684","0.8467000126838684","0.8467000126838684","1663","1663","1663","0.839900016784668","0.839900016784668","0.839900016784668","1663","1663","1663","0.7439000010490417","0.7439000010490417","0.7439000010490417"
"100","1679","1679","1679","0.8490999937057495","0.8490999937057495","0.8490999937057495","1679","1679","1679","0.8513000011444092","0.8513000011444092","0.8513000011444092","1679","1679","1679","0.8490999937057495","0.8490999937057495","0.8490999937057495","1679","1679","1679","0.7784000039100647","0.7784000039100647","0.7784000039100647"
"101","1696","1696","1696","0.8496999740600586","0.8496999740600586","0.8496999740600586","1696","1696","1696","0.8508999943733215","0.8508999943733215","0.8508999943733215","1696","1696","1696","0.8497999906539917","0.8497999906539917","0.8497999906539917","1696","1696","1696","0.7803999781608582","0.7803999781608582","0.7803999781608582"
"102","1712","1712","1712","0.8500000238418579","0.8500000238418579","0.8500000238418579","1712","1712","1712","0.8513000011444092","0.8513000011444092","0.8513000011444092","1712","1712","1712","0.8496000170707703","0.8496000170707703","0.8496000170707703","1712","1712","1712","0.7810999751091003","0.7810999751091003","0.7810999751091003"
"103","1729","1729","1729","0.850600004196167","0.850600004196167","0.850600004196167","1729","1729","1729","0.850600004196167","0.850600004196167","0.850600004196167","1729","1729","1729","0.8508999943733215","0.8508999943733215","0.8508999943733215","1729","1729","1729","0.7824000120162964","0.7824000120162964","0.7824000120162964"
"104","1746","1746","1746","0.8503000140190125","0.8503000140190125","0.8503000140190125","1746","1746","1746","0.8521000146865845","0.8521000146865845","0.8521000146865845","1746","1746","1746","0.8492000102996826","0.8492000102996826","0.8492000102996826","1746","1746","1746","0.7821000218391418","0.7821000218391418","0.7821000218391418"
"105","1762","1762","1762","0.8499000072479248","0.8499000072479248","0.8499000072479248","1762","1762","1762","0.8514999747276306","0.8514999747276306","0.8514999747276306","1762","1762","1762","0.8510000109672546","0.8510000109672546","0.8510000109672546","1762","1762","1762","0.7864000201225281","0.7864000201225281","0.7864000201225281"
"106","1779","1779","1779","0.8497999906539917","0.8497999906539917","0.8497999906539917","1779","1779","1779","0.8489999771118164","0.8489999771118164","0.8489999771118164","1779","1779","1779","0.8490999937057495","0.8490999937057495","0.8490999937057495","1779","1779","1779","0.7840999960899353","0.7840999960899353","0.7840999960899353"
"107","1796","1796","1796","0.8489000201225281","0.8489000201225281","0.8489000201225281","1796","1796","1796","0.8511999845504761","0.8511999845504761","0.8511999845504761","1796","1796","1796","0.8478999733924866","0.8478999733924866","0.8478999733924866","1796","1796","1796","0.7864000201225281","0.7864000201225281","0.7864000201225281"
"108","1812","1812","1812","0.8496000170707703","0.8496000170707703","0.8496000170707703","1812","1812","1812","0.8511999845504761","0.8511999845504761","0.8511999845504761","1812","1812","1812","0.8481000065803528","0.8481000065803528","0.8481000065803528","1812","1812","1812","0.7839999794960022","0.7839999794960022","0.7839999794960022"
"109","1829","1829","1829","0.8485999703407288","0.8485999703407288","0.8485999703407288","1829","1829","1829","0.8504999876022339","0.8504999876022339","0.8504999876022339","1829","1829","1829","0.8497999906539917","0.8497999906539917","0.8497999906539917","1829","1829","1829","0.7875999808311462","0.7875999808311462","0.7875999808311462"
"110","1846","1846","1846","0.8503999710083008","0.8503999710083008","0.8503999710083008","1846","1846","1846","0.8503000140190125","0.8503000140190125","0.8503000140190125","1846","1846","1846","0.8495000004768372","0.8495000004768372","0.8495000004768372","1846","1846","1846","0.785099983215332","0.785099983215332","0.785099983215332"
"111","1862","1862","1862","0.8504999876022339","0.8504999876022339","0.8504999876022339","1862","1862","1862","0.8514000177383423","0.8514000177383423","0.8514000177383423","1862","1862","1862","0.848800003528595","0.848800003528595","0.848800003528595","1862","1862","1862","0.7853000164031982","0.7853000164031982","0.7853000164031982"
"112","1879","1879","1879","0.8483999967575073","0.8483999967575073","0.8483999967575073","1879","1879","1879","0.8499000072479248","0.8499000072479248","0.8499000072479248","1879","1879","1879","0.8496000170707703","0.8496000170707703","0.8496000170707703","1879","1879","1879","0.788100004196167","0.788100004196167","0.788100004196167"
"113","1895","1895","1895","0.8508999943733215","0.8508999943733215","0.8508999943733215","1895","1895","1895","0.8510000109672546","0.8510000109672546","0.8510000109672546","1895","1895","1895","0.8518999814987183","0.8518999814987183","0.8518999814987183","1895","1895","1895","0.7867000102996826","0.7867000102996826","0.7867000102996826"
"114","1912","1912","1912","0.8508999943733215","0.8508999943733215","0.8508999943733215","1912","1912","1912","0.8507000207901001","0.8507000207901001","0.8507000207901001","1912","1912","1912","0.8485999703407288","0.8485999703407288","0.8485999703407288","1912","1912","1912","0.7907000184059143","0.7907000184059143","0.7907000184059143"
"115","1929","1929","1929","0.8503999710083008","0.8503999710083008","0.8503999710083008","1929","1929","1929","0.8501999974250793","0.8501999974250793","0.8501999974250793","1929","1929","1929","0.8514000177383423","0.8514000177383423","0.8514000177383423","1929","1929","1929","0.7906000018119812","0.7906000018119812","0.7906000018119812"
"116","1945","1945","1945","0.8492000102996826","0.8492000102996826","0.8492000102996826","1945","1945","1945","0.8511000275611877","0.8511000275611877","0.8511000275611877","1945","1945","1945","0.8499000072479248","0.8499000072479248","0.8499000072479248","1945","1945","1945","0.7908999919891357","0.7908999919891357","0.7908999919891357"
"117","1962","1962","1962","0.8503000140190125","0.8503000140190125","0.8503000140190125","1962","1962","1962","0.8495000004768372","0.8495000004768372","0.8495000004768372","1962","1962","1962","0.8481000065803528","0.8481000065803528","0.8481000065803528","1962","1962","1962","0.79339998960495","0.79339998960495","0.79339998960495"
"118","1979","1979","1979","0.8503000140190125","0.8503000140190125","0.8503000140190125","1979","1979","1979","0.8511999845504761","0.8511999845504761","0.8511999845504761","1979","1979","1979","0.8481000065803528","0.8481000065803528","0.8481000065803528","1979","1979","1979","0.7906000018119812","0.7906000018119812","0.7906000018119812"
"119","1995","1995","1995","0.8504999876022339","0.8504999876022339","0.8504999876022339","1995","1995","1995","0.8511000275611877","0.8511000275611877","0.8511000275611877","1995","1995","1995","0.8508999943733215","0.8508999943733215","0.8508999943733215","1995","1995","1995","0.792900025844574","0.792900025844574","0.792900025844574"
"120","2012","2012","2012","0.8492000102996826","0.8492000102996826","0.8492000102996826","2012","2012","2012","0.8503000140190125","0.8503000140190125","0.8503000140190125","2012","2012","2012","0.8499000072479248","0.8499000072479248","0.8499000072479248","2012","2012","2012","0.7907000184059143","0.7907000184059143","0.7907000184059143"
"121","2029","2029","2029","0.850600004196167","0.850600004196167","0.850600004196167","2029","2029","2029","0.8500000238418579","0.8500000238418579","0.8500000238418579","2029","2029","2029","0.8504999876022339","0.8504999876022339","0.8504999876022339","2029","2029","2029","0.7928000092506409","0.7928000092506409","0.7928000092506409"
"122","2045","2045","2045","0.8492000102996826","0.8492000102996826","0.8492000102996826","2045","2045","2045","0.8522999882698059","0.8522999882698059","0.8522999882698059","2045","2045","2045","0.8495000004768372","0.8495000004768372","0.8495000004768372","2045","2045","2045","0.7875999808311462","0.7875999808311462","0.7875999808311462"
"123","2062","2062","2062","0.8482000231742859","0.8482000231742859","0.8482000231742859","2062","2062","2062","0.8511000275611877","0.8511000275611877","0.8511000275611877","2062","2062","2062","0.850600004196167","0.850600004196167","0.850600004196167","2062","2062","2062","0.7919999957084656","0.7919999957084656","0.7919999957084656"
"124","2079","2079","2079","0.8517000079154968","0.8517000079154968","0.8517000079154968","2079","2079","2079","0.8500000238418579","0.8500000238418579","0.8500000238418579","2079","2079","2079","0.8522999882698059","0.8522999882698059","0.8522999882698059","2079","2079","2079","0.789900004863739","0.789900004863739","0.789900004863739"
"125","2095","2095","2095","0.8517000079154968","0.8517000079154968","0.8517000079154968","2095","2095","2095","0.8514999747276306","0.8514999747276306","0.8514999747276306","2095","2095","2095","0.8486999869346619","0.8486999869346619","0.8486999869346619","2095","2095","2095","0.7944999933242798","0.7944999933242798","0.7944999933242798"
"126","2112","2112","2112","0.8518999814987183","0.8518999814987183","0.8518999814987183","2112","2112","2112","0.8497999906539917","0.8497999906539917","0.8497999906539917","2112","2112","2112","0.8518999814987183","0.8518999814987183","0.8518999814987183","2112","2112","2112","0.7915999889373779","0.7915999889373779","0.7915999889373779"
"127","2128","2128","2128","0.8504999876022339","0.8504999876022339","0.8504999876022339","2128","2128","2128","0.8508999943733215","0.8508999943733215","0.8508999943733215","2128","2128","2128","0.8507000207901001","0.8507000207901001","0.8507000207901001","2128","2128","2128","0.7922999858856201","0.7922999858856201","0.7922999858856201"
"128","2145","2145","2145","0.8507000207901001","0.8507000207901001","0.8507000207901001","2145","2145","2145","0.8503999710083008","0.8503999710083008","0.8503999710083008","2145","2145","2145","0.8514000177383423","0.8514000177383423","0.8514000177383423","2145","2145","2145","0.7928000092506409","0.7928000092506409","0.7928000092506409"
"129","2162","2162","2162","0.8517000079154968","0.8517000079154968","0.8517000079154968","2162","2162","2162","0.8507000207901001","0.8507000207901001","0.8507000207901001","2162","2162","2162","0.8500000238418579","0.8500000238418579","0.8500000238418579","2162","2162","2162","0.7932000160217285","0.7932000160217285","0.7932000160217285"
